"key","date","value","id"
"O3",2022-11-07 21:00:00,24.4,291
"O3",2022-11-07 20:00:00,22.6,291
"O3",2022-11-07 19:00:00,26.2,291
"O3",2022-11-07 18:00:00,31.8,291
"O3",2022-11-07 17:00:00,31.9,291
"O3",2022-11-07 16:00:00,30.3,291
"O3",2022-11-07 15:00:00,30.7,291
"O3",2022-11-07 14:00:00,32,291
"O3",2022-11-07 13:00:00,35.7,291
"O3",2022-11-07 12:00:00,40.4,291
"O3",2022-11-07 11:00:00,40.9,291
"O3",2022-11-07 10:00:00,35.3,291
"O3",2022-11-07 09:00:00,28.6,291
"O3",2022-11-07 08:00:00,22.2,291
"O3",2022-11-07 07:00:00,11.8,291
"O3",2022-11-07 06:00:00,8.7,291
"O3",2022-11-07 05:00:00,8.5,291
"O3",2022-11-07 04:00:00,12,291
"O3",2022-11-07 03:00:00,17.9,291
"O3",2022-11-07 02:00:00,13.6,291
"O3",2022-11-06 23:00:00,13.8,291
"O3",2022-11-06 22:00:00,6.9,291
"O3",2022-11-06 21:00:00,15.5,291
"O3",2022-11-06 20:00:00,21.8,291
"O3",2022-11-06 19:00:00,26.2,291
"O3",2022-11-06 18:00:00,31.7,291
"O3",2022-11-06 17:00:00,34.9,291
"O3",2022-11-06 16:00:00,44.4,291
"O3",2022-11-06 15:00:00,43.7,291
"O3",2022-11-06 14:00:00,53.1,291
"O3",2022-11-06 13:00:00,63.5,291
"O3",2022-11-06 12:00:00,60.7,291
"O3",2022-11-06 11:00:00,52.1,291
"O3",2022-11-06 10:00:00,35.6,291
"O3",2022-11-06 09:00:00,37.6,291
"O3",2022-11-06 08:00:00,22.4,291
"O3",2022-11-06 07:00:00,21.9,291
"O3",2022-11-06 06:00:00,15.1,291
"O3",2022-11-06 05:00:00,15.4,291
"O3",2022-11-06 04:00:00,15.8,291
"O3",2022-11-06 03:00:00,17.5,291
"O3",2022-11-06 00:00:00,27.1,291
"O3",2022-11-05 23:00:00,32,291
"PM10",2022-11-08 11:00:00,16,291
"PM10",2022-11-08 10:00:00,18,291
"PM10",2022-11-08 09:00:00,22,291
"PM10",2022-11-08 08:00:00,16,291
"PM10",2022-11-08 07:00:00,17,291
"PM10",2022-11-08 06:00:00,18,291
"PM10",2022-11-08 05:00:00,12,291
"PM10",2022-11-08 04:00:00,18,291
"PM10",2022-11-08 03:00:00,19,291
"PM10",2022-11-08 02:00:00,13,291
"PM10",2022-11-08 01:00:00,12,291
"PM10",2022-11-08 00:00:00,36,291
"PM10",2022-11-07 23:00:00,20,291
"PM10",2022-11-07 22:00:00,21,291
"PM10",2022-11-07 21:00:00,22,291
"PM10",2022-11-07 20:00:00,24,291
"PM10",2022-11-07 19:00:00,18,291
"PM10",2022-11-07 18:00:00,20,291
"PM10",2022-11-07 17:00:00,17,291
"PM10",2022-11-07 16:00:00,17,291
"PM10",2022-11-07 15:00:00,19,291
"PM10",2022-11-07 14:00:00,17,291
"PM10",2022-11-07 13:00:00,17,291
"PM10",2022-11-07 12:00:00,19,291
"PM10",2022-11-07 11:00:00,22,291
"PM10",2022-11-07 10:00:00,21,291
"PM10",2022-11-07 09:00:00,19,291
"PM10",2022-11-07 08:00:00,16,291
"PM10",2022-11-07 07:00:00,11,291
"PM10",2022-11-07 06:00:00,11,291
"PM10",2022-11-07 05:00:00,11,291
"PM10",2022-11-07 04:00:00,18,291
"PM10",2022-11-07 03:00:00,21,291
"PM10",2022-11-07 02:00:00,22,291
"PM10",2022-11-07 01:00:00,26,291
"PM10",2022-11-07 00:00:00,32,291
"PM10",2022-11-06 23:00:00,36,291
"PM10",2022-11-06 22:00:00,34,291
"PM10",2022-11-06 21:00:00,41,291
"PM10",2022-11-06 20:00:00,35,291
"PM10",2022-11-06 19:00:00,29,291
"PM10",2022-11-06 18:00:00,34,291
"PM10",2022-11-06 17:00:00,24,291
"PM10",2022-11-06 16:00:00,22,291
"PM10",2022-11-06 15:00:00,20,291
"PM10",2022-11-06 14:00:00,16,291
"PM10",2022-11-06 13:00:00,14,291
"PM10",2022-11-06 12:00:00,17,291
"PM10",2022-11-06 11:00:00,15,291
"PM10",2022-11-06 10:00:00,29,291
"PM10",2022-11-06 09:00:00,24,291
"PM10",2022-11-06 08:00:00,19,291
"PM10",2022-11-06 07:00:00,16,291
"PM10",2022-11-06 06:00:00,14,291
"PM10",2022-11-06 05:00:00,15,291
"PM10",2022-11-06 04:00:00,22,291
"PM10",2022-11-06 03:00:00,27,291
"PM10",2022-11-06 02:00:00,26,291
"PM10",2022-11-06 01:00:00,28,291
"PM10",2022-11-06 00:00:00,26,291
"PM10",2022-11-05 23:00:00,18,291
"O3",2022-11-08 11:00:00,51.2122,659
"O3",2022-11-08 10:00:00,46.8622,659
"O3",2022-11-08 09:00:00,40.0067,659
"O3",2022-11-08 08:00:00,29.4294,659
"O3",2022-11-08 07:00:00,9.79667,659
"O3",2022-11-08 06:00:00,4.92056,659
"O3",2022-11-08 05:00:00,3.80167,659
"O3",2022-11-08 04:00:00,4.47556,659
"O3",2022-11-08 03:00:00,5.69278,659
"O3",2022-11-08 02:00:00,8.72556,659
"O3",2022-11-08 01:00:00,12.9756,659
"O3",2022-11-08 00:00:00,17.6883,659
"O3",2022-11-07 23:00:00,27.4939,659
"O3",2022-11-07 22:00:00,31.1983,659
"O3",2022-11-07 21:00:00,29.2322,659
"O3",2022-11-07 20:00:00,28.2189,659
"O3",2022-11-07 19:00:00,29.9594,659
"O3",2022-11-07 18:00:00,25.6733,659
"O3",2022-11-07 17:00:00,18.0139,659
"O3",2022-11-07 16:00:00,36.5528,659
"O3",2022-11-07 15:00:00,40.8928,659
"O3",2022-11-07 14:00:00,40.5461,659
"O3",2022-11-07 13:00:00,27.5317,659
"O3",2022-11-07 12:00:00,33.6072,659
"O3",2022-11-07 11:00:00,30.1228,659
"O3",2022-11-07 10:00:00,25.7183,659
"O3",2022-11-07 09:00:00,23.9278,659
"O3",2022-11-07 08:00:00,19.355,659
"O3",2022-11-07 07:00:00,11.5444,659
"O3",2022-11-07 06:00:00,8.575,659
"O3",2022-11-07 05:00:00,6.72389,659
"O3",2022-11-07 04:00:00,9.58333,659
"O3",2022-11-07 03:00:00,12.1167,659
"O3",2022-11-07 02:00:00,15.8639,659
"O3",2022-11-07 01:00:00,18.0244,659
"O3",2022-11-07 00:00:00,17.36,659
"O3",2022-11-06 23:00:00,17.55,659
"O3",2022-11-06 22:00:00,19.1444,659
"O3",2022-11-06 21:00:00,21.8456,659
"O3",2022-11-06 20:00:00,25.5844,659
"O3",2022-11-06 19:00:00,25.215,659
"O3",2022-11-06 18:00:00,26.0706,659
"O3",2022-11-06 17:00:00,23.1533,659
"O3",2022-11-06 16:00:00,18.8944,659
"O3",2022-11-06 15:00:00,23.7467,659
"O3",2022-11-06 14:00:00,33.2461,659
"O3",2022-11-06 13:00:00,39.3622,659
"O3",2022-11-06 12:00:00,43.0489,659
"O3",2022-11-06 11:00:00,39.1328,659
"O3",2022-11-06 10:00:00,36.2656,659
"O3",2022-11-06 09:00:00,35.8817,659
"O3",2022-11-06 08:00:00,31.1,659
"O3",2022-11-06 07:00:00,30.2711,659
"O3",2022-11-06 06:00:00,31.2894,659
"O3",2022-11-06 05:00:00,34.7339,659
"O3",2022-11-06 04:00:00,38.9583,659
"O3",2022-11-06 03:00:00,39.4639,659
"O3",2022-11-06 02:00:00,34.1756,659
"O3",2022-11-06 01:00:00,24.5794,659
"O3",2022-11-06 00:00:00,16.7861,659
"O3",2022-11-05 23:00:00,14.2928,659
"CO",2022-11-08 11:00:00,255.57,659
"CO",2022-11-08 10:00:00,253.6,659
"CO",2022-11-08 09:00:00,265.75,659
"CO",2022-11-08 08:00:00,292.34,659
"CO",2022-11-08 07:00:00,559.77,659
"CO",2022-11-08 06:00:00,673.61,659
"CO",2022-11-08 05:00:00,551.94,659
"CO",2022-11-08 04:00:00,386.93,659
"CO",2022-11-08 03:00:00,381.37,659
"CO",2022-11-08 02:00:00,353.41,659
"CO",2022-11-08 01:00:00,372.02,659
"CO",2022-11-08 00:00:00,381.72,659
"CO",2022-11-07 23:00:00,307.84,659
"CO",2022-11-07 22:00:00,287.4,659
"CO",2022-11-07 21:00:00,323.83,659
"CO",2022-11-07 20:00:00,368.73,659
"CO",2022-11-07 19:00:00,444.5,659
"CO",2022-11-07 18:00:00,457.38,659
"CO",2022-11-07 17:00:00,703.49,659
"CO",2022-11-07 16:00:00,258.23,659
"CO",2022-11-07 15:00:00,248.17,659
"CO",2022-11-07 14:00:00,236.55,659
"CO",2022-11-07 13:00:00,361.72,659
"CO",2022-11-07 12:00:00,282.91,659
"CO",2022-11-07 11:00:00,378.7,659
"CO",2022-11-07 10:00:00,499.82,659
"CO",2022-11-07 09:00:00,483.51,659
"CO",2022-11-07 08:00:00,487.87,659
"CO",2022-11-07 07:00:00,537.9,659
"CO",2022-11-07 06:00:00,577.38,659
"CO",2022-11-07 05:00:00,529.33,659
"CO",2022-11-07 04:00:00,490.3,659
"CO",2022-11-07 03:00:00,481.15,659
"CO",2022-11-07 02:00:00,470.09,659
"CO",2022-11-07 01:00:00,465.57,659
"CO",2022-11-07 00:00:00,473.88,659
"CO",2022-11-06 23:00:00,484.77,659
"CO",2022-11-06 22:00:00,480.27,659
"CO",2022-11-06 21:00:00,499.99,659
"CO",2022-11-06 20:00:00,483.2,659
"CO",2022-11-06 19:00:00,519.51,659
"CO",2022-11-06 18:00:00,473.02,659
"CO",2022-11-06 17:00:00,442.49,659
"CO",2022-11-06 16:00:00,448.22,659
"CO",2022-11-06 15:00:00,404.91,659
"CO",2022-11-06 14:00:00,355.63,659
"CO",2022-11-06 13:00:00,407.07,659
"CO",2022-11-06 12:00:00,350.11,659
"CO",2022-11-06 11:00:00,355.9,659
"CO",2022-11-06 10:00:00,359.63,659
"CO",2022-11-06 09:00:00,344.41,659
"CO",2022-11-06 08:00:00,372.34,659
"CO",2022-11-06 07:00:00,378.39,659
"CO",2022-11-06 06:00:00,353.63,659
"CO",2022-11-06 05:00:00,320.95,659
"CO",2022-11-06 04:00:00,309.18,659
"CO",2022-11-06 03:00:00,310.81,659
"CO",2022-11-06 02:00:00,332.03,659
"CO",2022-11-06 01:00:00,390.43,659
"CO",2022-11-06 00:00:00,411.46,659
"CO",2022-11-05 23:00:00,438.97,659
"NO2",2022-11-08 11:00:00,5.16187,659
"NO2",2022-11-08 10:00:00,4.81612,659
"NO2",2022-11-08 09:00:00,5.37006,659
"NO2",2022-11-08 08:00:00,6.71218,659
"NO2",2022-11-08 07:00:00,14.118,659
"NO2",2022-11-08 06:00:00,12.0318,659
"NO2",2022-11-08 05:00:00,10.8618,659
"NO2",2022-11-08 04:00:00,8.05058,659
"NO2",2022-11-08 03:00:00,8.76758,659
"NO2",2022-11-08 02:00:00,10.1676,659
"NO2",2022-11-08 01:00:00,12.5608,659
"NO2",2022-11-08 00:00:00,14.6156,659
"NO2",2022-11-07 23:00:00,9.9185,659
"NO2",2022-11-07 22:00:00,9.64392,659
"NO2",2022-11-07 21:00:00,10.7672,659
"NO2",2022-11-07 20:00:00,11.814,659
"NO2",2022-11-07 19:00:00,11.5506,659
"NO2",2022-11-07 18:00:00,14.2115,659
"NO2",2022-11-07 17:00:00,25.1258,659
"NO2",2022-11-07 16:00:00,12.1072,659
"NO2",2022-11-07 15:00:00,10.8708,659
"NO2",2022-11-07 14:00:00,10.0205,659
"NO2",2022-11-07 13:00:00,11.754,659
"NO2",2022-11-07 12:00:00,6.40095,659
"NO2",2022-11-07 11:00:00,7.69966,659
"NO2",2022-11-07 10:00:00,12.615,659
"NO2",2022-11-07 09:00:00,8.64808,659
"NO2",2022-11-07 08:00:00,10.1676,659
"NO2",2022-11-07 07:00:00,13.9332,659
"NO2",2022-11-07 06:00:00,15.7469,659
"NO2",2022-11-07 05:00:00,15.3932,659
"NO2",2022-11-07 04:00:00,11.3493,659
"NO2",2022-11-07 03:00:00,8.81273,659
"NO2",2022-11-07 02:00:00,6.9618,659
"NO2",2022-11-07 01:00:00,6.2788,659
"NO2",2022-11-07 00:00:00,6.31916,659
"NO2",2022-11-06 23:00:00,6.6527,659
"NO2",2022-11-06 22:00:00,6.73343,659
"NO2",2022-11-06 21:00:00,8.05961,659
"NO2",2022-11-06 20:00:00,8.24125,659
"NO2",2022-11-06 19:00:00,10.1113,659
"NO2",2022-11-06 18:00:00,9.03951,659
"NO2",2022-11-06 17:00:00,10.5606,659
"NO2",2022-11-06 16:00:00,9.7597,659
"NO2",2022-11-06 15:00:00,7.3219,659
"NO2",2022-11-06 14:00:00,6.39245,659
"NO2",2022-11-06 13:00:00,7.42918,659
"NO2",2022-11-06 12:00:00,4.88941,659
"NO2",2022-11-06 11:00:00,5.71954,659
"NO2",2022-11-06 10:00:00,7.03404,659
"NO2",2022-11-06 09:00:00,7.13707,659
"NO2",2022-11-06 08:00:00,8.55036,659
"NO2",2022-11-06 07:00:00,8.21204,659
"NO2",2022-11-06 06:00:00,8.64649,659
"NO2",2022-11-06 05:00:00,7.68943,659
"NO2",2022-11-06 04:00:00,5.97181,659
"NO2",2022-11-06 03:00:00,5.85816,659
"NO2",2022-11-06 02:00:00,7.25657,659
"NO2",2022-11-06 01:00:00,10.3232,659
"NO2",2022-11-06 00:00:00,12.6564,659
"NO2",2022-11-05 23:00:00,11.8193,659
"PM10",2022-11-08 11:00:00,14.3295,659
"PM10",2022-11-08 10:00:00,13.2927,659
"PM10",2022-11-08 09:00:00,14.575,659
"PM10",2022-11-08 08:00:00,15.3172,659
"PM10",2022-11-08 07:00:00,28.8204,659
"PM10",2022-11-08 06:00:00,32.38,659
"PM10",2022-11-08 05:00:00,31.2101,659
"PM10",2022-11-08 04:00:00,21.3165,659
"PM10",2022-11-08 03:00:00,22.5778,659
"PM10",2022-11-08 02:00:00,22.1589,659
"PM10",2022-11-08 01:00:00,26.0573,659
"PM10",2022-11-08 00:00:00,26.1353,659
"PM10",2022-11-07 23:00:00,20.0585,659
"PM10",2022-11-07 22:00:00,17.748,659
"PM10",2022-11-07 21:00:00,21.0968,659
"PM10",2022-11-07 20:00:00,29.2038,659
"PM10",2022-11-07 19:00:00,36.9014,659
"PM10",2022-11-07 18:00:00,37.1282,659
"PM10",2022-11-07 17:00:00,43.733,659
"PM10",2022-11-07 16:00:00,16.6097,659
"PM10",2022-11-07 15:00:00,15.916,659
"PM10",2022-11-07 14:00:00,14.9935,659
"PM10",2022-11-07 13:00:00,24.4723,659
"PM10",2022-11-07 12:00:00,17.9823,659
"PM10",2022-11-07 11:00:00,21.1484,659
"PM10",2022-11-07 10:00:00,19.4239,659
"PM10",2022-11-07 09:00:00,19.1533,659
"PM10",2022-11-07 08:00:00,22.1527,659
"PM10",2022-11-07 07:00:00,27.4858,659
"PM10",2022-11-07 06:00:00,29.0864,659
"PM10",2022-11-07 05:00:00,28.252,659
"PM10",2022-11-07 04:00:00,26.7027,659
"PM10",2022-11-07 03:00:00,24.4684,659
"PM10",2022-11-07 02:00:00,22.2395,659
"PM10",2022-11-07 01:00:00,20.7807,659
"PM10",2022-11-07 00:00:00,23.5251,659
"PM10",2022-11-06 23:00:00,25.3984,659
"PM10",2022-11-06 22:00:00,26.1895,659
"PM10",2022-11-06 21:00:00,26.2695,659
"PM10",2022-11-06 20:00:00,24.4638,659
"PM10",2022-11-06 19:00:00,26.5449,659
"PM10",2022-11-06 18:00:00,24.4652,659
"PM10",2022-11-06 17:00:00,21.6381,659
"PM10",2022-11-06 16:00:00,23.0189,659
"PM10",2022-11-06 15:00:00,21.59,659
"PM10",2022-11-06 14:00:00,18.8526,659
"PM10",2022-11-06 13:00:00,22.1102,659
"PM10",2022-11-06 12:00:00,18.338,659
"PM10",2022-11-06 11:00:00,19.8462,659
"PM10",2022-11-06 10:00:00,21.6905,659
"PM10",2022-11-06 09:00:00,23.2523,659
"PM10",2022-11-06 08:00:00,27.1833,659
"PM10",2022-11-06 07:00:00,27.4856,659
"PM10",2022-11-06 06:00:00,21.2936,659
"PM10",2022-11-06 05:00:00,17.5412,659
"PM10",2022-11-06 04:00:00,16.9049,659
"PM10",2022-11-06 03:00:00,15.038,659
"PM10",2022-11-06 02:00:00,16.8742,659
"PM10",2022-11-06 01:00:00,21.1643,659
"PM10",2022-11-06 00:00:00,19.1175,659
"PM10",2022-11-05 23:00:00,18.5561,659
"PM2.5",2022-11-08 11:00:00,11.2675,659
"PM2.5",2022-11-08 10:00:00,9.79325,659
"PM2.5",2022-11-08 09:00:00,10.3136,659
"PM2.5",2022-11-08 08:00:00,11.5109,659
"PM2.5",2022-11-08 07:00:00,23.2145,659
"PM2.5",2022-11-08 06:00:00,22.2985,659
"PM2.5",2022-11-08 05:00:00,19.417,659
"PM2.5",2022-11-08 04:00:00,16.6304,659
"PM2.5",2022-11-08 03:00:00,18.2256,659
"PM2.5",2022-11-08 02:00:00,18.446,659
"PM2.5",2022-11-08 01:00:00,21.1926,659
"PM2.5",2022-11-08 00:00:00,21.2156,659
"PM2.5",2022-11-07 23:00:00,15.5916,659
"PM2.5",2022-11-07 22:00:00,14.2668,659
"PM2.5",2022-11-07 21:00:00,16.6012,659
"PM2.5",2022-11-07 20:00:00,24.467,659
"PM2.5",2022-11-07 19:00:00,30.954,659
"PM2.5",2022-11-07 18:00:00,29.4045,659
"PM2.5",2022-11-07 17:00:00,34.6852,659
"PM2.5",2022-11-07 16:00:00,12.1344,659
"PM2.5",2022-11-07 15:00:00,10.7721,659
"PM2.5",2022-11-07 14:00:00,9.75103,659
"PM2.5",2022-11-07 13:00:00,15.4263,659
"PM2.5",2022-11-07 12:00:00,12.6139,659
"PM2.5",2022-11-07 11:00:00,15.101,659
"PM2.5",2022-11-07 10:00:00,14.153,659
"PM2.5",2022-11-07 09:00:00,14.1355,659
"PM2.5",2022-11-07 08:00:00,16.9056,659
"PM2.5",2022-11-07 07:00:00,21.3823,659
"PM2.5",2022-11-07 06:00:00,22.2665,659
"PM2.5",2022-11-07 05:00:00,22.4509,659
"PM2.5",2022-11-07 04:00:00,21.024,659
"PM2.5",2022-11-07 03:00:00,19.3398,659
"PM2.5",2022-11-07 02:00:00,17.3881,659
"PM2.5",2022-11-07 01:00:00,16.4322,659
"PM2.5",2022-11-07 00:00:00,17.8378,659
"PM2.5",2022-11-06 23:00:00,19.9684,659
"PM2.5",2022-11-06 22:00:00,20.4987,659
"PM2.5",2022-11-06 21:00:00,21.3626,659
"PM2.5",2022-11-06 20:00:00,20.1178,659
"PM2.5",2022-11-06 19:00:00,21.3155,659
"PM2.5",2022-11-06 18:00:00,19.3484,659
"PM2.5",2022-11-06 17:00:00,16.8418,659
"PM2.5",2022-11-06 16:00:00,17.5935,659
"PM2.5",2022-11-06 15:00:00,16.37,659
"PM2.5",2022-11-06 14:00:00,14.6314,659
"PM2.5",2022-11-06 13:00:00,17.6049,659
"PM2.5",2022-11-06 12:00:00,14.2007,659
"PM2.5",2022-11-06 11:00:00,15.387,659
"PM2.5",2022-11-06 10:00:00,16.6645,659
"PM2.5",2022-11-06 09:00:00,17.3607,659
"PM2.5",2022-11-06 08:00:00,21.1705,659
"PM2.5",2022-11-06 07:00:00,21.5085,659
"PM2.5",2022-11-06 06:00:00,15.8062,659
"PM2.5",2022-11-06 05:00:00,13.4293,659
"PM2.5",2022-11-06 04:00:00,13.0479,659
"PM2.5",2022-11-06 03:00:00,11.7474,659
"PM2.5",2022-11-06 02:00:00,13.3653,659
"PM2.5",2022-11-06 01:00:00,16.5728,659
"PM2.5",2022-11-06 00:00:00,15.6182,659
"PM2.5",2022-11-05 23:00:00,15.3417,659
"CO",2022-11-08 11:00:00,291.97,459
"CO",2022-11-08 10:00:00,297.6,459
"CO",2022-11-08 09:00:00,312.8,459
"CO",2022-11-08 08:00:00,315.22,459
"CO",2022-11-08 07:00:00,691.14,459
"CO",2022-11-08 06:00:00,701.36,459
"CO",2022-11-08 05:00:00,450.48,459
"CO",2022-11-08 04:00:00,355.67,459
"CO",2022-11-08 03:00:00,353.6,459
"CO",2022-11-08 02:00:00,463.52,459
"CO",2022-11-08 01:00:00,436.24,459
"CO",2022-11-08 00:00:00,507.88,459
"CO",2022-11-07 23:00:00,634.08,459
"CO",2022-11-07 22:00:00,608.11,459
"CO",2022-11-07 21:00:00,610.71,459
"CO",2022-11-07 20:00:00,513.12,459
"CO",2022-11-07 19:00:00,440.38,459
"CO",2022-11-07 18:00:00,456.88,459
"CO",2022-11-07 17:00:00,436.89,459
"CO",2022-11-07 16:00:00,409.58,459
"CO",2022-11-07 15:00:00,383.1,459
"CO",2022-11-07 14:00:00,282.92,459
"CO",2022-11-07 13:00:00,270.94,459
"CO",2022-11-07 12:00:00,282.54,459
"CO",2022-11-07 11:00:00,286.82,459
"CO",2022-11-07 10:00:00,378.79,459
"CO",2022-11-07 09:00:00,407.65,459
"CO",2022-11-07 08:00:00,434.96,459
"CO",2022-11-07 07:00:00,602.83,459
"CO",2022-11-07 06:00:00,699.38,459
"CO",2022-11-07 05:00:00,504.5,459
"CO",2022-11-07 04:00:00,447.58,459
"CO",2022-11-07 03:00:00,477.52,459
"CO",2022-11-07 02:00:00,407.19,459
"CO",2022-11-07 01:00:00,400.66,459
"CO",2022-11-07 00:00:00,396.99,459
"CO",2022-11-06 23:00:00,401.26,459
"CO",2022-11-06 22:00:00,436.64,459
"CO",2022-11-06 21:00:00,416.91,459
"CO",2022-11-06 20:00:00,420.21,459
"CO",2022-11-06 19:00:00,382.26,459
"CO",2022-11-06 18:00:00,346.84,459
"CO",2022-11-06 17:00:00,366.5,459
"CO",2022-11-06 16:00:00,449.89,459
"CO",2022-11-06 15:00:00,388.94,459
"CO",2022-11-06 14:00:00,364.3,459
"CO",2022-11-06 13:00:00,288.05,459
"CO",2022-11-06 12:00:00,272.78,459
"CO",2022-11-06 11:00:00,277.97,459
"CO",2022-11-06 10:00:00,276.06,459
"CO",2022-11-06 09:00:00,262.98,459
"CO",2022-11-06 08:00:00,300.06,459
"CO",2022-11-06 07:00:00,287.46,459
